,text,label
52,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*",0
53,Ok which your another number,0
54,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",0
55,There is no sense in my foot and penis.,0
56,Hey they r not watching movie tonight so i'll prob b home early...,0
57,"Hey babe, my friend had to cancel, still up for a visit ?",0
58,Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*,0
59,Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.,0
60,That one week leave i put know that time. Why.,0
61,Did you get any gift? This year i didnt get anything. So bad,0
62,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.,0
63,:( but your not here....,0
64,You bad girl. I can still remember them,0
65,I know complain num only..bettr directly go to bsnl offc nd apply for it..,0
66,Yes princess! I want to please you every night. Your wish is my command...,0
67,Lol yes. But it will add some spice to your day.,0
68,Give me a sec to think think about it,0
69,Same. Wana plan a trip sometme then,0
70,K do I need a login or anything,0
71,"I want to show you the world, princess :) how about europe?",0
72,There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no,0
73,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! ",0
74,Aah bless! How's your arm?,0
75,I'm leaving my house now...,0
76,Tell where you reached,0
77,This pay is  &lt;DECIMAL&gt;  lakhs:),0
78,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,0
79,You said not now. No problem. When you can. Let me know.,0
80,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx",0
81,Reason is if the team budget is available at last they buy the unsold players for at base rate..,0
82,Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!,0
83,I'm at home. Please call,0
84,No screaming means shouting..,0
85,"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min",0
86,Ugh I don't wanna get out of bed. It's so warm.,0
87,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.,0
88,We have pizza if u want,0
89,Hey so this sat are we going for the intro pilates only? Or the kickboxing too? ,0
90,"Sorry, I'll call later in meeting.",0
91,No problem with the renewal. I.ll do it right away but i dont know his details.,0
92,Haha i think i did too,0
93,Taka lor. Wat time u wan 2 come n look 4 us?,0
94,"\EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.\""""",0
95,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem",0
96,I tagged MY friends that you seemed to count as YOUR friends.,0
97,Thanks. Fills me with complete calm and reassurance! ,0
98,I'm reading the text i just sent you. Its meant to be a joke. So read it in that light,0
99,Hey whats up? U sleeping all morning?,0
100,"Sorry,  in meeting I'll call you later",0
101,Big brotherÛ÷s really scraped the barrel with this shower of social misfits,0
102,We're finally ready fyi,0
103,Aiyah ok wat as long as got improve can already wat...,0
104,Oh is it? Send me the address,0
105,Is that seriously how you spell his name?,0
106,You still at grand prix?,0
107,That's one of the issues but california is okay. No snow so its manageable,0
108,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,0
109,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May",0
110,She's fine. Good to hear from you. How are you my dear? Happy new year oh.,0
111,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",0
112,Sleeping nt feeling well,0
113,* You gonna ring this weekend or wot?,0
114,Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.,0
115,Guess he wants alone time. We could just show up and watch when they do..,0
116,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",0
117,Oh ya ya. I remember da. .,0
118,Hey check it da. I have listed da.,0
119,Have you bookedthe hut? And also your time off? How are you by the way?,0
120,How abt making some of the pics bigger?,0
121,What does the dance river do?,0
122,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,0
123,Oh ho. Is this the first time u use these type of words,0
124,Have you finished work yet? :),0
125,Have a nice day my dear.,0
126,Cold. Dont be sad dear,0
127,Yay can't wait to party together!,0
128,What makes you most happy?,0
129,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :),0
130,K.k.how is your business now?,0
131,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :),0
132,Okie,0
133,So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck,0
134,You are a very very very very bad girl. Or lady.,0
135,A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:),0
136,So u workin overtime nigpun?,0
137,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked,0
138,She's good. How are you. Where r u working now,0
139,New car and house for my parents.:)i have only new job in hand:),0
140,"Oh... Icic... K lor, den meet other day...",0
141,K. I will sent it again,0
142,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*,0
143,Ok i msg u b4 i leave my house.,0
144,Do Ì_ noe if ben is going?,0
145,Hey are you angry with me. Reply me dr.,0
146,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",0
147,Pls send me the correct name da.,0
148,"Yep, by the pretty sculpture",0
149,Where is it. Is there any opening for mca.,0
150,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.,0
151,ÌÏ bot notes oredi... Cos i juz rem i got...,0
152,Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.,0
153,HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x,0
154,A cute thought for friendship: \Its not necessary to share every secret with ur close Frnd,0
155,Meeting u is my work. . . Tel me when shall i do my work tomorrow,0
156,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",0
157,Yup i'm free...,0
158,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,0
159,"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace.",0
160,True dear..i sat to pray evening and felt so.so i sms'd you in some time...,0
161,These won't do. Have to move on to morphine,0
162,How is it possible to teach you. And where.,0
163,Otherwise had part time job na-tuition..,0
164,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?",0
165,"Aight fuck it, I'll get it later",0
166,Bbq this sat at mine from 6ish. Ur welcome 2 come,0
167,"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life.",0
168,Hi :)finally i completed the course:),0
169,Yeah no probs - last night is obviously catching up with you... Speak soon ,0
170,Wait.i will come out.. &lt;#&gt;  min:),0
171,Are there TA jobs available? Let me know please cos i really need to start working,0
172,I not free today i haf 2 pick my parents up tonite...,0
173,It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,0
174,I didnt get anything da,0
175,I have gone into get info bt dont know what to do,0
176,Hi juan. Im coming home on fri hey. Of course i expect a welcome party and lots of presents. Ill phone u when i get back. Loads of love nicky x x x x x x x x x,0
177,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,0
178,"Excellent, I'll see what riley's plans are",0
179,"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy",0
180,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",0
181,I'm already back home so no probably not,0
182,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",0
183,I'm in a movie... Collect car oredi...,0
184,If you're thinking of lifting me one then no.,0
185,Hey anyway i have to :-),0
186,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.,0
187,You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|,0
188,I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!,0
189,Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is,0
190,"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas",0
191,No no. I will check all rooms befor activities,0
192,I notice you like looking in the shit mirror youre turning into a right freak,0
193,Is there any training tomorrow?,0
194,"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?",0
195,"\Are you comingdown later?\""""",0
196,I know girls always safe and selfish know i got it pa. Thank you. good night.,0
197,Those ducking chinchillas,0
198,"I can't, I don't have her number!",0
199,All day working day:)except saturday and sunday..,0
200,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c,0
201,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.,0
202,"It's cool, we can last a little while. Getting more any time soon?",0
203,Jus ans me lar. U'll noe later.,0
204,Roger that. WeÛ÷re probably going to rem in about 20,0
205,Aight ill get on fb in a couple minutes,0
206,"Hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much",0
207,Also that chat was awesome but don't make it regular unless you can see her in person,0
208,Great! I shoot big loads so get ready!,0
209,"He will, you guys close?",0
210,Goodmorning sleeping ga.,0
211,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1,0
212,Great! I have to run now so ttyl!,0
213,Got meh... When?,0
214,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!",0
215,U sure u can't take any sick time?,0
216,I love to give massages. I use lots of baby oil... What is your fave position?,0
217,Well welp is sort of a semiobscure internet thing,0
218,"Are you being good, baby? :)",0
219,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished",0
220,"Sorry my roommates took forever, it ok if I come by now?",0
221,Sorry me going home first... Daddy come fetch Ì_ later...,0
222,Reverse is cheating. That is not mathematics.,0
223,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?,0
224,Yes princess! I want to make you happy...,0
225,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin,0
226,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen",0
227,Er mw im filled tuth is aight,0
228,At WHAT TIME should i come tomorrow,0
229,I knew it... U slept v late yest? Wake up so late...,0
230,\Hey j! r u feeling any better,0
231,"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com",0
232,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...",0
233,Dont let studying stress you out. L8r.,0
234,Call me when u finish then i come n pick u.,0
235,What happened in interview?,0
236,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.,0
237,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar,0
238,DO U WANT 2 MEET UP 2MORRO,0
239,Good words.... But words may leave u in dismay many times.,0
240,Dear are you angry i was busy dear,0
241,Yes. Last  practice,0
242,Where did u go? My phone is gonna die you have to stay in here,0
243,Its ok..come to my home it vl nice to meet and v can chat..,0
244,"sir, you will receive the account no another 1hr time. Sorry for the delay.",0
245,I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.,0
246,Fine. Do you remember me.,0
247,Lmao you know me so well...,0
248,Now i'm going for lunch.,0
249,Congrats kano..whr s the treat maga?,0
250,hanks lotsly!,0
251,Package all your programs well,0
252,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",0
253,Great escape. I fancy the bridge but needs her lager. See you tomo ,0
254,But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.,0
255,How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.IåÕm knackered and iåÕm dreading work tonight. What are thou upto tonight. X,0
256,Hey happy birthday...,0
257,"2 celebrate my båÕday, y else?",0
258,Me sef dey laugh you. Meanwhile how's my darling anjie!,0
259,Dunno dat's wat he told me. Ok lor...,0
260,Today my system sh get ready.all is well and i am also in the deep well,0
261,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....",0
262,Still in the area of the restaurant. Ill try to come back soon,0
263,Think + da. You wil do.,0
264,Wife.how she knew the time of murder exactly,0
265,Early bird! Any purchases yet?,0
266,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,0
267,Am in gobi arts college,0
268,Dear we are going to our rubber place,0
269,:-) yeah! Lol. Luckily i didn't have a starring role like you!,0
270,K..i deleted my contact that why?,0
271,"Well, I meant as opposed to my drunken night of before",0
272,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*",0
273,Happy new year to u too!,0
274,K..u also dont msg or reply to his msg..,0
275,Have you had a good day? Mine was really busy are you up to much tomorrow night?,0
276,What happen dear. Why you silent. I am tensed,0
277,"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later.",0
278,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..,0
279,After completed degree. There is no use in joining finance.,0
280,That's a shame! Maybe cld meet for few hrs tomo?,0
281,645,0
282,Yunny i'm walking in citylink now Ì_ faster come down... Me very hungry...,0
283,"\Response\"" is one of d powerful weapon 2 occupy a place in others 'HEART'... So",0
284,1's finish meeting call me.,0
285,Yeah so basically any time next week you can get away from your mom &amp; get up before 3,0
286,Near kalainar tv office.thenampet,0
287,ÌÏ eatin later but i'm eatin wif my frens now lei... ÌÏ going home first? ,0
288,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,0
289, &lt;#&gt;  mins but i had to stop somewhere first.,0
290,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!,0
291,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough Û_",0
292,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,0
293,I'm serious. You are in the money base,0
294,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,0
295,"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?",0
296,Wylie update: my weed dealer carlos went to freedom and had a class with lunsford,0
297,"Sorry to trouble u again. Can buy 4d for my dad again? 1405, 1680, 1843. All 2 big 1 small, sat n sun. Thanx.",0
298,Poor girl can't go one day lmao,0
299,Can u get pic msgs to your phone?,0
300,I'll pick you up at about 5.15pm to go to taunton if you still want to come.,0
301,Thought praps you meant another one. Goodo! I'll look tomorrow ,0
302,I'm now but have to wait till 2 for the bus to pick me.,0
303,PS U no ur a grown up now right?,0
304,Any pain on urination any thing else?,0
305,Si si. I think ill go make those oreo truffles.,0
306,O ic lol. Should play 9 doors sometime yo,0
307,Pls call me da. What happen.,0
308,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath,0
309,Ok lor. I'm in town now lei.,0
310,Doing project w frens lor. ,0
311,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla..",0
312,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second",0
313,Dear reached railway. What happen to you,0
314,"Haha just kidding, papa needs drugs",0
315,Call him and say you not coming today ok and tell them not to fool me like this ok,0
316,Hey... Why dont we just go watch x men and have lunch... Haha ,0
317,Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.,0
318,That's y u haf 2 keep me busy...,0
319,But i juz remembered i gotta bathe my dog today..,0
320,Are you this much buzy,0
321,It should take about  &lt;#&gt;  min,0
322,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!,0
323,K..k...from tomorrow onwards started ah?,0
324,"A boy was late 2 home. His father: \POWER OF FRNDSHIP\""""",0
325,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit",0
326,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?,0
327,How much r Ì_ willing to pay?,0
328,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?,0
329,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",0
330,"Awesome, I remember the last time we got somebody high for the first time with diesel :V",0
331,We not leaving yet. Ok lor then we go elsewhere n eat. U thk...,0
332,ÌÏ takin linear algebra today?,0
333,"Sorry sir, i will call you tomorrow.  senthil.hsbc",0
334,"When you just put in the + sign, choose my number and the pin will show. Right?",0
335,I've been trying to reach him without success,0
336,Going to take your babe out ?,0
337,No need lar i go engin? Cos my sis at arts today...,0
338,Dai  &lt;#&gt;  naal eruku.,0
339, &lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla,0
340,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,0
341,You were supposed to wake ME up &gt;:(,0
342,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-),0
343,No management puzzeles.,0
344,Tell me again what your address is,0
345,Mm that time you dont like fun,0
346,Im good! I have been thinking about you...,0
347,"What do u reckon as need 2 arrange transport if u can't do it, thanks",0
348,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you",0
349,"Doing nothing, then u not having dinner w us?",0
350,Waiting in e car 4 my mum lor. U leh? Reach home already?,0
351,Ok...,0
352,U can call now...,0
353,I accidentally deleted the message. Resend please.,0
354,K sure am in my relatives home. Sms me de. Pls:-),0
355,K da:)how many page you want?,0
356,"Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING",0
357,Id have to check but there's only like 1 bowls worth left,0
358,"Kate jackson rec center before 7ish, right?",0
359,I have no money 4 steve mate! !,0
360,Shall i start from hear.,0
361,Yes fine ,0
362,K.:)do it at evening da:)urgent:),0
363,Lol ok. I'll snatch her purse too.,0
364,Sorry i din lock my keypad.,0
365,I thk 530 lor. But dunno can get tickets a not. Wat u doing now?,0
366,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",0
367,Hey now am free you can call me.,0
368,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits",0
369,"Sir, I need Velusamy sir's date of birth and company bank facilities details.",0
370,I went to project centre,0
371,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?",0
372,Yup having my lunch buffet now.. U eat already?,0
373,Oh yah... We never cancel leh... Haha ,0
374,Already am squatting is the new way of walking,0
375,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,0
376,Ok then i will come to ur home after half an hour,0
377,How much you got for cleaning,0
378,Thank god they are in bed!,0
379,Is that on the telly? No its Brdget Jones!,0
380,Dont know supports ass and srt i thnk. I think ps3 can play through usb too,0
381,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?,0
382,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up",0
383,If we win its really no 1 side for long time.,0
384,Ha... U jus ate honey ar? So sweet...,0
385,Talk to g and x about that,0
386,Apart from the one i told you about yesterday?,0
387,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da",0
388,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person",0
389,Please ask mummy to call father,0
390,dont make ne plans for nxt wknd coz she wants us to come down then ok,0
391,For fear of fainting with the of all that housework you just did? Quick have a cuppa,0
392,"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ...",0
393,Havent shopping now lor i juz arrive only,0
394,I'm at work. Please call,0
395,I can do that! I want to please you both inside and outside the bedroom...,0
396,"Coffee cake, i guess...",0
397,"Once a fishrman woke early in d mrng. It was very dark. He waited a while &amp; found a sack ful of stones. He strtd throwin thm in2 d sea 2 pass time. Atlast he had jus 1stone, sun rose up &amp; he found out tht those r nt stones, those were diamonds. Moral:\Dont wake up early in d mrng'' GOOD night""",0
398,Going for dinner.msg you after.,0
399,Free any day but i finish at 6 on mon n thurs...,0
400,Jus finished avatar nigro,0
401,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up",0
402,ÌÏ dun wan to watch infernal affair?,0
403,3 pa but not selected.,0
404,"Yeah, probably earlier than that",0
405,NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!,0
406,"I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*",0
407,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",0
408,Where in abj are you serving. Are you staying with dad or alone.,0
409,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,0
410,Water logging in desert. Geoenvironmental implications.,0
411,Dip's cell dead. So i m coming with him. U better respond else we shall come back.,0
412,How are you holding up?,0
413,Ok... Then r we meeting later?,0
